"nwspol_log","intuse_log"
3.32192809488736,5.90689059560852
NA,NA
NA,NA
4.32192809488736,5.90689059560852
4.90689059560852,8.07681559705083
6.12928301694497,6.90689059560852
NA,NA
3.32192809488736,5.49185309632967
NA,NA
NA,NA
4.90689059560852,5.90689059560852
5.32192809488736,8.90689059560852
6.49185309632967,6.90689059560852
3.32192809488736,7.22881869049588
NA,NA
4.90689059560852,5.90689059560852
3.90689059560852,5.49185309632967
3.32192809488736,8.07681559705083
8.45121111183233,8.07681559705083
4.32192809488736,6.49185309632967
7.90689059560852,6.90689059560852
5.49185309632967,5.90689059560852
NA,NA
5.12928301694497,5.90689059560852
5.49185309632967,9.07681559705083
3.90689059560852,5.90689059560852
3.32192809488736,8.22881869049588
5.90689059560852,7.22881869049588
4.32192809488736,6.32192809488736
NA,NA
4.90689059560852,8.49185309632967
3.90689059560852,8.02236781302845
NA,NA
4.90689059560852,3.8073549220576
NA,NA
5.32192809488736,8.29920801838728
4.90689059560852,5.90689059560852
4.32192809488736,7.71424551766612
4.90689059560852,7.90689059560852
NA,NA
NA,NA
5.93073733756289,7.90689059560852
4.32192809488736,8.90689059560852
4.90689059560852,7.49185309632967
5.90689059560852,7.90689059560852
3.32192809488736,5.90689059560852
4.90689059560852,6.49185309632967
NA,NA
NA,NA
NA,NA
3.32192809488736,7.71424551766612
NA,NA
4.90689059560852,5.90689059560852
5.49185309632967,6.90689059560852
NA,NA
NA,NA
6.49185309632967,7.90689059560852
NA,NA
4.90689059560852,7.71424551766612
NA,NA
4.90689059560852,7.90689059560852
5.90689059560852,4.90689059560852
4.32192809488736,8.90689059560852
NA,NA
NA,NA
NA,NA
3.32192809488736,7.22881869049588
4.90689059560852,5.90689059560852
8.25266543245025,7.49185309632967
4.90689059560852,5.90689059560852
NA,NA
4.90689059560852,4.90689059560852
8.71424551766612,6.90689059560852
NA,NA
NA,NA
5.49185309632967,4.90689059560852
NA,NA
4.32192809488736,8.90689059560852
6.90689059560852,5.90689059560852
6.02236781302845,6.12928301694497
3.32192809488736,7.71424551766612
3.90689059560852,7.71424551766612
NA,NA
NA,NA
NA,NA
NA,NA
4.90689059560852,5.90689059560852
NA,NA
7.22881869049588,6.49185309632967
NA,NA
NA,NA
4.90689059560852,6.90689059560852
4.32192809488736,5.64385618977472
3.32192809488736,7.22881869049588
NA,NA
NA,NA
NA,NA
4.90689059560852,8.90689059560852
3.90689059560852,6.90689059560852
3.32192809488736,6.49185309632967
NA,NA
3.90689059560852,6.90689059560852
7.22881869049588,7.22881869049588
NA,NA
3.90689059560852,5.90689059560852
3.32192809488736,5.90689059560852
3.90689059560852,5.49185309632967
NA,NA
NA,NA
5.49185309632967,6.90689059560852
NA,NA
2.32192809488736,7.90689059560852
4.90689059560852,7.90689059560852
3.90689059560852,8.90689059560852
5.32192809488736,6.49185309632967
NA,NA
NA,NA
NA,NA
NA,NA
5.32192809488736,8.90689059560852
3.32192809488736,4.90689059560852
NA,NA
NA,NA
3.32192809488736,3.32192809488736
NA,NA
NA,NA
NA,NA
NA,NA
4.32192809488736,6.49185309632967
5.64385618977472,6.49185309632967
4.08746284125034,6.49185309632967
4.90689059560852,8.02236781302845
4.90689059560852,8.22881869049588
NA,NA
NA,NA
2.32192809488736,7.22881869049588
2.32192809488736,7.22881869049588
NA,NA
4.32192809488736,4.90689059560852
5.32192809488736,8.22881869049588
4.90689059560852,8.22881869049588
4.90689059560852,4.90689059560852
4.90689059560852,6.49185309632967
NA,NA
4.90689059560852,6.49185309632967
4.90689059560852,5.90689059560852
3.32192809488736,5.90689059560852
4.90689059560852,8.49185309632967
3.32192809488736,7.45121111183233
4.32192809488736,7.90689059560852
4.90689059560852,7.07681559705083
NA,NA
NA,NA
3.32192809488736,6.90689059560852
3.32192809488736,6.49185309632967
6.49185309632967,6.71424551766612
5.32192809488736,5.90689059560852
5.49185309632967,5.90689059560852
5.49185309632967,7.22881869049588
NA,NA
NA,NA
3.90689059560852,8.49185309632967
NA,NA
5.32192809488736,9.1548181090521
NA,NA
NA,NA
NA,NA
NA,NA
5.49185309632967,9.07681559705083
NA,NA
NA,NA
7.90689059560852,5.90689059560852
NA,NA
4.32192809488736,6.32192809488736
NA,NA
4.90689059560852,7.49185309632967
NA,NA
NA,NA
4.90689059560852,8.49185309632967
3.90689059560852,6.49185309632967
4.90689059560852,4.90689059560852
6.49185309632967,7.49185309632967
4.32192809488736,6.49185309632967
NA,NA
5.93073733756289,5.90689059560852
6.90689059560852,6.90689059560852
4.90689059560852,6.49185309632967
4.90689059560852,6.90689059560852
NA,NA
NA,NA
4.32192809488736,7.90689059560852
NA,NA
NA,NA
NA,NA
6.90689059560852,6.90689059560852
3.32192809488736,6.90689059560852
NA,NA
3.32192809488736,6.49185309632967
5.49185309632967,7.4093909361377
4.32192809488736,8.22881869049588
4.90689059560852,8.99435343685886
NA,NA
6.49185309632967,6.90689059560852
NA,NA
NA,NA
NA,NA
4.32192809488736,6.49185309632967
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
3.32192809488736,7.60733031374961
NA,NA
3.32192809488736,8.07681559705083
5.90689059560852,7.49185309632967
4.90689059560852,8.22881869049588
NA,NA
3.32192809488736,8.99435343685886
4.32192809488736,7.36632221424582
NA,NA
4.90689059560852,5.90689059560852
6.90689059560852,5.90689059560852
3.90689059560852,6.90689059560852
4.90689059560852,5.90689059560852
3.32192809488736,7.02236781302845
5.32192809488736,7.22881869049588
4.90689059560852,5.90689059560852
1,6.90689059560852
3.90689059560852,7.07681559705083
4.32192809488736,7.49185309632967
4.90689059560852,5.90689059560852
3.90689059560852,7.90689059560852
NA,NA
5.32192809488736,5.90689059560852
NA,NA
4.90689059560852,8.07681559705083
NA,NA
NA,NA
4.90689059560852,7.22881869049588
5.49185309632967,5.90689059560852
NA,NA
3.90689059560852,8.90689059560852
4.8073549220576,8.99435343685886
3.32192809488736,6.90689059560852
5.49185309632967,7.90689059560852
5.90689059560852,5.90689059560852
4.90689059560852,8.22881869049588
3.32192809488736,5.90689059560852
4.90689059560852,6.49185309632967
4.90689059560852,7.22881869049588
NA,NA
4.32192809488736,6.90689059560852
NA,NA
NA,NA
NA,NA
4.90689059560852,5.90689059560852
NA,NA
5.12928301694497,8.22881869049588
4.90689059560852,6.49185309632967
4.90689059560852,7.49185309632967
4.64385618977472,7.22881869049588
4.90689059560852,4.90689059560852
3.32192809488736,4.90689059560852
NA,NA
4.90689059560852,6.90689059560852
4.90689059560852,6.90689059560852
NA,NA
4.90689059560852,7.22881869049588
4.90689059560852,4.90689059560852
NA,NA
8.49185309632967,7.49185309632967
6.90689059560852,6.90689059560852
NA,NA
3.90689059560852,5.90689059560852
0,7.22881869049588
3.32192809488736,6.12928301694497
5.49185309632967,6.49185309632967
3.90689059560852,8.81378119121704
4.90689059560852,7.22881869049588
NA,NA
NA,NA
4.90689059560852,6.90689059560852
NA,NA
4.90689059560852,6.90689059560852
4.90689059560852,7.90689059560852
4.90689059560852,6.90689059560852
4.32192809488736,6.90689059560852
4.90689059560852,6.90689059560852
4.90689059560852,6.49185309632967
4.32192809488736,8.90689059560852
5.90689059560852,4.32192809488736
5.32192809488736,5.49185309632967
4.32192809488736,7.90689059560852
4.90689059560852,6.90689059560852
3.90689059560852,6.22881869049588
NA,NA
2.32192809488736,5.90689059560852
6.90689059560852,4.90689059560852
7.22881869049588,6.90689059560852
NA,NA
4.90689059560852,7.22881869049588
4.90689059560852,8.1548181090521
NA,NA
4.32192809488736,5.90689059560852
5.32192809488736,6.71424551766612
NA,NA
4.90689059560852,4.90689059560852
NA,NA
NA,NA
4.90689059560852,6.90689059560852
6.49185309632967,6.90689059560852
5.32192809488736,6.90689059560852
NA,NA
NA,NA
NA,NA
6.49185309632967,7.90689059560852
8.71424551766612,8.90689059560852
NA,NA
5.32192809488736,7.22881869049588
4.32192809488736,4.32192809488736
4.90689059560852,6.49185309632967
NA,NA
4.90689059560852,8.90689059560852
4.90689059560852,5.90689059560852
NA,NA
4.32192809488736,4.90689059560852
NA,NA
4.90689059560852,4.90689059560852
4.90689059560852,6.90689059560852
5.90689059560852,7.22881869049588
4.90689059560852,8.49185309632967
5.49185309632967,7.07681559705083
NA,NA
3.90689059560852,7.22881869049588
4.90689059560852,6.90689059560852
NA,NA
3.90689059560852,4.32192809488736
4.90689059560852,8.90689059560852
NA,NA
NA,NA
4.90689059560852,5.90689059560852
NA,NA
NA,NA
NA,NA
4.90689059560852,8.49185309632967
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
3.32192809488736,7.22881869049588
NA,NA
NA,NA
4.90689059560852,7.22881869049588
4.90689059560852,5.90689059560852
5.49185309632967,3.8073549220576
NA,NA
3.32192809488736,4.90689059560852
4.90689059560852,5.90689059560852
NA,NA
NA,NA
3.32192809488736,6.90689059560852
4.90689059560852,7.90689059560852
NA,NA
4.32192809488736,6.49185309632967
4.90689059560852,4.90689059560852
NA,NA
4.90689059560852,6.90689059560852
7.71424551766612,7.71424551766612
NA,NA
5.49185309632967,6.90689059560852
4.90689059560852,7.07681559705083
3.32192809488736,4.90689059560852
NA,NA
5.49185309632967,8.36632221424582
NA,NA
7.60733031374961,7.56985560833095
NA,NA
NA,NA
4.32192809488736,5.90689059560852
5.49185309632967,6.32192809488736
4.90689059560852,7.49185309632967
4.90689059560852,7.49185309632967
7.22881869049588,7.22881869049588
4.90689059560852,7.90689059560852
NA,NA
5.64385618977472,6.90689059560852
3.90689059560852,7.02236781302845
4.90689059560852,5.49185309632967
3.90689059560852,5.49185309632967
4.90689059560852,8.90689059560852
5.49185309632967,7.84549005094437
3.32192809488736,7.90689059560852
4.90689059560852,6.90689059560852
4.32192809488736,6.64385618977472
4.90689059560852,6.49185309632967
4.90689059560852,6.90689059560852
6.49185309632967,8.07681559705083
NA,NA
3.90689059560852,8.49185309632967
NA,NA
NA,NA
4.90689059560852,7.22881869049588
NA,NA
NA,NA
4.32192809488736,8.22881869049588
NA,NA
5.90689059560852,9.07681559705083
3.90689059560852,5.90689059560852
7.22881869049588,7.90689059560852
4.90689059560852,4.90689059560852
4.90689059560852,6.90689059560852
7.71424551766612,6.49185309632967
8.25266543245025,5.49185309632967
5.32192809488736,7.49185309632967
3.90689059560852,5.90689059560852
6.49185309632967,5.90689059560852
NA,NA
NA,NA
NA,NA
NA,NA
3.32192809488736,5.90689059560852
NA,NA
4.90689059560852,6.49185309632967
6.90689059560852,6.78135971352466
4.32192809488736,6.90689059560852
NA,NA
NA,NA
NA,NA
NA,NA
4.90689059560852,6.56985560833095
NA,NA
4.32192809488736,6.90689059560852
3.32192809488736,7.49185309632967
5.49185309632967,6.49185309632967
NA,NA
7.22881869049588,7.22881869049588
NA,NA
4.90689059560852,6.90689059560852
NA,NA
6.12928301694497,7.12928301694497
NA,NA
4.90689059560852,5.90689059560852
3.32192809488736,8.49185309632967
4.32192809488736,4.32192809488736
NA,NA
4.90689059560852,6.49185309632967
7.90689059560852,8.90689059560852
NA,NA
4.90689059560852,5.90689059560852
NA,NA
8.22881869049588,6.90689059560852
3.32192809488736,5.90689059560852
4.90689059560852,6.12928301694497
5.49185309632967,5.32192809488736
NA,NA
NA,NA
5.49185309632967,5.90689059560852
5.90689059560852,5.90689059560852
NA,NA
NA,NA
3.32192809488736,7.49185309632967
5.49185309632967,8.22881869049588
NA,NA
NA,NA
3.90689059560852,6.90689059560852
NA,NA
5.90689059560852,7.49185309632967
NA,NA
4.90689059560852,5.90689059560852
4.90689059560852,6.90689059560852
4.32192809488736,7.49185309632967
NA,NA
8.25266543245025,6.90689059560852
3.32192809488736,5.90689059560852
4.90689059560852,7.07681559705083
4.90689059560852,7.71424551766612
5.78135971352466,5.78135971352466
4.90689059560852,6.49185309632967
4.90689059560852,6.90689059560852
6.49185309632967,3.90689059560852
3.32192809488736,7.49185309632967
5.49185309632967,8.02236781302845
NA,NA
7.22881869049588,6.90689059560852
6.49185309632967,7.12928301694497
NA,NA
4.90689059560852,4.90689059560852
NA,NA
4.32192809488736,6.90689059560852
NA,NA
4.32192809488736,7.49185309632967
6.93073733756289,5.90689059560852
4.90689059560852,6.90689059560852
4.90689059560852,6.71424551766612
4.90689059560852,8.90689059560852
4.32192809488736,5.64385618977472
4.32192809488736,7.96578428466209
4.32192809488736,6.90689059560852
3.90689059560852,6.90689059560852
3.90689059560852,4.90689059560852
8.25266543245025,7.49185309632967
4.90689059560852,6.90689059560852
4.32192809488736,6.49185309632967
3.90689059560852,7.90689059560852
3.90689059560852,4.90689059560852
NA,NA
6.49185309632967,5.90689059560852
NA,NA
3.32192809488736,8.22881869049588
5.49185309632967,5.90689059560852
4.90689059560852,6.90689059560852
3.32192809488736,6.90689059560852
5.90689059560852,6.90689059560852
NA,NA
NA,NA
NA,NA
4.32192809488736,7.90689059560852
3.90689059560852,5.49185309632967
4.90689059560852,5.90689059560852
4.90689059560852,7.49185309632967
6.22881869049588,6.64385618977472
6.90689059560852,7.49185309632967
6.90689059560852,6.49185309632967
4.32192809488736,7.22881869049588
4.90689059560852,5.90689059560852
8.90689059560852,7.22881869049588
3.90689059560852,6.90689059560852
NA,NA
NA,NA
4.90689059560852,7.49185309632967
8.90689059560852,8.90689059560852
NA,NA
NA,NA
4.90689059560852,5.90689059560852
NA,NA
NA,NA
NA,NA
5.90689059560852,7.90689059560852
4.32192809488736,6.49185309632967
NA,NA
3.90689059560852,6.90689059560852
NA,NA
NA,NA
3.32192809488736,7.90689059560852
NA,NA
NA,NA
4.90689059560852,9.1548181090521
NA,NA
7.36632221424582,6.71424551766612
NA,NA
3.90689059560852,7.90689059560852
NA,NA
NA,NA
NA,NA
NA,NA
4.64385618977472,6.22881869049588
NA,NA
4.32192809488736,7.64385618977472
5.64385618977472,6.49185309632967
4.90689059560852,7.49185309632967
8.25266543245025,8.22881869049588
4.90689059560852,6.90689059560852
4.90689059560852,7.99435343685886
6.49185309632967,7.22881869049588
NA,NA
3.32192809488736,5.64385618977472
NA,NA
6.90689059560852,3.90689059560852
3.90689059560852,5.49185309632967
5.49185309632967,5.90689059560852
NA,NA
3.90689059560852,7.49185309632967
5.90689059560852,7.90689059560852
4.90689059560852,6.90689059560852
6.06608919045777,6.49185309632967
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
3.32192809488736,6.90689059560852
8.73809225962049,7.71424551766612
6.22881869049588,6.22881869049588
NA,NA
4.90689059560852,6.49185309632967
6.49185309632967,4.90689059560852
4.90689059560852,6.90689059560852
4.90689059560852,5.90689059560852
NA,NA
NA,NA
4.90689059560852,6.49185309632967
5.32192809488736,5.64385618977472
NA,NA
5.78135971352466,6.90689059560852
NA,NA
NA,NA
4.90689059560852,6.90689059560852
4.90689059560852,6.90689059560852
4.90689059560852,7.49185309632967
3.32192809488736,6.49185309632967
4.90689059560852,4.32192809488736
NA,NA
NA,NA
7.49185309632967,7.49185309632967
4.32192809488736,6.90689059560852
3.90689059560852,6.90689059560852
NA,NA
NA,NA
3.90689059560852,6.90689059560852
NA,NA
NA,NA
NA,NA
3.90689059560852,5.90689059560852
NA,NA
NA,NA
5.49185309632967,6.49185309632967
NA,NA
NA,NA
4.32192809488736,6.49185309632967
5.90689059560852,8.90689059560852
NA,NA
4.90689059560852,8.07681559705083
NA,NA
4.90689059560852,5.49185309632967
4.32192809488736,6.49185309632967
3.32192809488736,8.22881869049588
NA,NA
NA,NA
NA,NA
NA,NA
5.49185309632967,6.71424551766612
4.32192809488736,5.90689059560852
NA,NA
3.32192809488736,5.90689059560852
NA,NA
NA,NA
8.90689059560852,7.12928301694497
NA,NA
5.49185309632967,7.71424551766612
NA,NA
NA,NA
5.90689059560852,6.90689059560852
3.90689059560852,7.90689059560852
4.32192809488736,6.78135971352466
3.90689059560852,5.49185309632967
8.25266543245025,5.90689059560852
3.90689059560852,6.90689059560852
4.90689059560852,8.36632221424582
4.32192809488736,6.90689059560852
4.90689059560852,4
6.49185309632967,6.90689059560852
5.64385618977472,5.49185309632967
2.32192809488736,5.49185309632967
6.32192809488736,6.90689059560852
4.32192809488736,7.56985560833095
4.32192809488736,5.49185309632967
NA,NA
NA,NA
3.90689059560852,6.90689059560852
6.49185309632967,9.1548181090521
NA,NA
4.90689059560852,7.71424551766612
3.90689059560852,6.90689059560852
3.32192809488736,4.90689059560852
NA,NA
5.32192809488736,7.49185309632967
NA,NA
2.32192809488736,8.22881869049588
3.32192809488736,7.90689059560852
3.90689059560852,5.90689059560852
NA,NA
NA,NA
NA,NA
3.32192809488736,7.49185309632967
4.32192809488736,6.22881869049588
NA,NA
4.24792751344359,6.90689059560852
NA,NA
4.90689059560852,8.49185309632967
4.90689059560852,6.49185309632967
NA,NA
3.32192809488736,7.36632221424582
NA,NA
2.32192809488736,8.49185309632967
4.90689059560852,7.90689059560852
NA,NA
NA,NA
4.32192809488736,6.90689059560852
6.49185309632967,8.49185309632967
NA,NA
4.32192809488736,7.22881869049588
NA,NA
NA,NA
NA,NA
NA,NA
NA,NA
6.49185309632967,7.22881869049588
6.49185309632967,8.71424551766612
4.90689059560852,6.49185309632967
NA,NA
3.32192809488736,5.90689059560852
3.32192809488736,7.90689059560852
5.90689059560852,6.90689059560852
4.90689059560852,6.90689059560852
4.90689059560852,5.64385618977472
3.32192809488736,7.49185309632967
4.90689059560852,6.49185309632967
3.90689059560852,4.90689059560852
5.49185309632967,5.90689059560852
4.90689059560852,6.90689059560852
8.22881869049588,6.49185309632967
4.32192809488736,6.90689059560852
NA,NA
NA,NA
5.49185309632967,6.49185309632967
4.90689059560852,7.49185309632967
NA,NA
NA,NA
NA,NA
4.90689059560852,7.90689059560852
NA,NA
NA,NA
4.90689059560852,6.90689059560852
NA,NA
4.32192809488736,7.49185309632967
NA,NA
4.90689059560852,4.90689059560852
4.90689059560852,6.90689059560852
5.49185309632967,5.90689059560852
8.90689059560852,8.90689059560852
4.90689059560852,7.49185309632967
5.90689059560852,8.07681559705083
NA,NA
NA,NA
5.49185309632967,4.90689059560852
4.90689059560852,6.49185309632967
8.25266543245025,8.07681559705083
NA,NA
NA,NA
NA,NA
NA,NA
4.90689059560852,5.90689059560852
4.90689059560852,6.49185309632967
7.51569983828404,7.90689059560852
8.25266543245025,7.49185309632967
5.32192809488736,5.90689059560852
NA,NA
2.32192809488736,7.49185309632967
3.32192809488736,5.90689059560852
3.32192809488736,4.90689059560852
4.90689059560852,8.90689059560852
NA,NA
NA,NA
4.90689059560852,6.49185309632967
NA,NA
4.90689059560852,7.22881869049588
3.90689059560852,7.02236781302845
3.90689059560852,6.49185309632967
5.90689059560852,8.99435343685886
3.90689059560852,6.49185309632967
NA,NA
NA,NA
4.90689059560852,7.22881869049588
3.90689059560852,5.49185309632967
5.90689059560852,7.90689059560852
4,4
NA,NA
3.32192809488736,6.02236781302845
NA,NA
5.49185309632967,4.90689059560852
3.32192809488736,5.90689059560852
NA,NA
5.90689059560852,6.90689059560852
8.90689059560852,5.49185309632967
NA,NA
4.90689059560852,5.90689059560852
NA,NA
4.90689059560852,4.90689059560852
5.90689059560852,8.07681559705083
NA,NA
4.90689059560852,6.49185309632967
NA,NA
4.32192809488736,5.49185309632967
4.90689059560852,7.22881869049588
5.90689059560852,5.49185309632967
NA,NA
4.90689059560852,6.90689059560852
NA,NA
4.90689059560852,4.90689059560852
4.32192809488736,7.36632221424582
3.32192809488736,7.22881869049588
NA,NA
NA,NA
8.90689059560852,6.90689059560852
NA,NA
NA,NA
4.32192809488736,8.90689059560852
NA,NA
4.32192809488736,6.90689059560852
4.32192809488736,4.90689059560852
NA,NA
3.32192809488736,6.90689059560852
4.90689059560852,6.49185309632967
4.32192809488736,6.49185309632967
5.8073549220576,8.99435343685886
5.49185309632967,4.90689059560852
5.32192809488736,7.02236781302845
3.32192809488736,6.90689059560852
NA,NA
NA,NA
4.90689059560852,6.49185309632967
4.32192809488736,7.22881869049588
5.90689059560852,8.22881869049588
NA,NA
NA,NA
4.90689059560852,6.49185309632967
4.32192809488736,6.90689059560852
4.32192809488736,6.49185309632967
4.32192809488736,6.71424551766612
4.90689059560852,6.90689059560852
4.90689059560852,4.90689059560852
4.58496250072116,7.49185309632967
NA,NA
4.90689059560852,7.64385618977472
3.90689059560852,6.49185309632967
NA,NA
NA,NA
NA,NA
NA,NA
4.90689059560852,6.02236781302845
NA,NA
2.32192809488736,6.90689059560852
3.90689059560852,8.93663793900257
6.49185309632967,7.22881869049588
4.90689059560852,3.90689059560852
NA,NA
2.32192809488736,2
4.90689059560852,8.22881869049588
NA,NA
NA,NA
3.32192809488736,5.90689059560852
NA,NA
4.90689059560852,7.22881869049588
NA,NA
6.90689059560852,9.07681559705083
NA,NA
NA,NA
3.90689059560852,7.99435343685886
3.32192809488736,7.22881869049588
6.90689059560852,5.90689059560852
NA,NA
4.32192809488736,5.90689059560852
NA,NA
4.90689059560852,6.49185309632967
4.90689059560852,6.49185309632967
4.90689059560852,5.32192809488736
NA,NA
2.32192809488736,7.71424551766612
NA,NA
5.90689059560852,7.49185309632967
4.90689059560852,5.90689059560852
NA,NA
2.32192809488736,4.32192809488736
NA,NA
NA,NA
4.64385618977472,5.49185309632967
NA,NA
NA,NA
6.71424551766612,6.90689059560852
NA,NA
4.90689059560852,8.49185309632967
5.49185309632967,8.90689059560852
NA,NA
5.35755200461808,5.90689059560852
NA,NA
4.90689059560852,6.71424551766612
3.90689059560852,6.49185309632967
4.90689059560852,5.90689059560852
8.25266543245025,8.49185309632967
4.32192809488736,7.22881869049588
NA,NA
4.90689059560852,6.90689059560852
NA,NA
4.90689059560852,7.49185309632967
NA,NA
3.90689059560852,6.71424551766612
6.90689059560852,7.22881869049588
NA,NA
4.90689059560852,5.49185309632967
