"vote","stfeco","stfdem","nwspol_log"
1,1,1,3.40119738166216
1,3,2,4.0943445622221
1,10,8,4.0943445622221
2,4,3,-0.693147180559945
1,7,8,3.40119738166216
1,9,8,2.70805020110221
3,NA,10,-0.693147180559945
2,2,4,2.70805020110221
1,7,6,-0.693147180559945
1,8,6,3.40119738166216
1,9,7,4.60517018598809
2,7,7,-0.693147180559945
1,5,7,-0.693147180559945
2,6,5,3.80666248977032
2,3,2,2.30258509299405
2,9,6,-0.693147180559945
1,7,6,2.30258509299405
1,2,2,3.40119738166216
1,4,1,5.48063892334199
1,1,5,3.40119738166216
2,NA,NA,-0.693147180559945
2,2,4,2.30258509299405
1,6,5,-0.693147180559945
1,6,4,3.80666248977032
1,9,9,3.40119738166216
1,7,6,3.40119738166216
1,8,8,3.40119738166216
1,7,7,2.30258509299405
1,8,7,3.40119738166216
1,6,6,3.40119738166216
3,6,5,-0.693147180559945
1,7,8,3.40119738166216
1,7,6,3.40119738166216
1,7,8,5.01063529409626
2,7,5,-0.693147180559945
1,7,4,-0.693147180559945
1,7,7,3.40119738166216
1,5,5,3.40119738166216
1,8,8,5.7037824746562
1,9,10,3.40119738166216
1,8,8,3.40119738166216
1,1,2,3.40119738166216
2,5,1,4.49980967033027
1,8,4,3.40119738166216
1,7,8,-0.693147180559945
2,8,8,-0.693147180559945
2,7,8,3.40119738166216
3,7,6,-0.693147180559945
2,7,7,-0.693147180559945
3,NA,7,2.30258509299405
1,7,6,3.40119738166216
1,7,10,-0.693147180559945
1,6,2,3.40119738166216
1,9,2,3.40119738166216
2,6,8,3.40119738166216
1,5,7,-0.693147180559945
1,4,0,-0.693147180559945
1,8,7,4.0943445622221
1,7,5,-0.693147180559945
1,7,5,-0.693147180559945
2,3,1,-0.693147180559945
1,9,10,2.70805020110221
3,7,6,-0.693147180559945
1,7,7,2.70805020110221
1,9,6,4.49980967033027
2,7,5,-0.693147180559945
2,NA,10,5.24702407216049
1,8,7,-0.693147180559945
1,7,4,3.40119738166216
1,5,5,3.40119738166216
1,7,4,3.80666248977032
2,6,6,2.99573227355399
2,7,5,2.70805020110221
2,7,7,2.99573227355399
1,7,5,2.99573227355399
1,7,8,3.40119738166216
3,8,5,2.99573227355399
2,5,6,-0.693147180559945
1,6,3,3.2188758248682
2,0,1,NA
1,1,1,6.17378610390194
1,7,5,4.0943445622221
2,3,3,-0.693147180559945
1,8,8,-0.693147180559945
2,6,5,3.40119738166216
1,6,7,-0.693147180559945
2,2,1,-0.693147180559945
2,1,1,2.07944154167984
1,7,2,-0.693147180559945
1,7,5,4.31748811353631
2,5,6,4.49980967033027
1,8,8,-0.693147180559945
3,8,8,3.40119738166216
1,8,5,4.0943445622221
2,NA,1,2.99573227355399
2,7,8,2.70805020110221
2,7,5,2.30258509299405
2,3,4,2.30258509299405
2,5,4,-0.693147180559945
1,7,2,3.68887945411394
1,7,7,-0.693147180559945
1,5,8,3.80666248977032
2,7,9,3.40119738166216
2,9,9,3.68887945411394
2,6,4,2.70805020110221
2,7,7,2.99573227355399
1,8,8,4.78749174278205
2,6,7,3.40119738166216
1,3,3,3.40119738166216
1,5,7,2.30258509299405
1,7,3,3.40119738166216
1,4,8,-0.693147180559945
2,3,3,2.70805020110221
1,6,6,-0.693147180559945
2,6,7,3.40119738166216
1,7,4,2.56494935746154
1,10,6,4.11087386417331
2,7,6,3.40119738166216
2,7,7,2.30258509299405
1,7,7,2.99573227355399
1,8,8,2.99573227355399
2,7,3,3.68887945411394
1,7,7,-0.693147180559945
1,8,6,3.40119738166216
1,8,7,-0.693147180559945
1,8,2,4.49980967033027
1,6,6,2.89037175789616
1,5,6,-0.693147180559945
1,10,1,4.31748811353631
1,8,3,-0.693147180559945
2,4,2,-0.693147180559945
1,5,7,2.30258509299405
2,4,5,4.78749174278205
1,9,1,3.80666248977032
2,9,3,2.30258509299405
2,6,6,5.56068163101553
1,8,8,3.40119738166216
1,8,6,3.40119738166216
1,9,2,3.55534806148941
3,10,3,-0.693147180559945
1,8,9,4.0943445622221
1,8,8,-0.693147180559945
1,7,6,3.40119738166216
2,5,4,2.30258509299405
1,3,4,-0.693147180559945
2,5,5,4.80402104473326
2,7,2,3.40119738166216
1,8,7,3.40119738166216
1,6,5,3.40119738166216
1,8,4,-0.693147180559945
1,8,8,4.78749174278205
1,3,3,3.40119738166216
1,5,3,3.40119738166216
1,10,10,2.99573227355399
1,8,2,2.30258509299405
1,8,7,2.30258509299405
2,7,3,3.68887945411394
2,6,8,-0.693147180559945
2,8,2,3.80666248977032
2,7,5,NA
1,7,8,3.40119738166216
2,7,6,-0.693147180559945
3,7,6,4.0943445622221
1,6,4,-0.693147180559945
1,9,3,3.40119738166216
2,7,5,2.30258509299405
1,8,9,NA
2,2,0,3.68887945411394
2,4,5,2.99573227355399
1,6,3,2.30258509299405
2,2,2,-0.693147180559945
2,7,8,4.0943445622221
1,4,6,3.68887945411394
2,8,2,3.40119738166216
1,7,5,2.99573227355399
1,7,8,2.70805020110221
1,3,5,2.30258509299405
2,5,4,3.40119738166216
2,4,2,2.30258509299405
3,7,7,2.99573227355399
2,7,7,3.40119738166216
2,8,9,2.30258509299405
1,5,1,4.31748811353631
1,8,7,2.70805020110221
1,5,5,-0.693147180559945
1,6,7,3.40119738166216
1,8,8,6.17378610390194
1,8,7,-0.693147180559945
2,7,7,-0.693147180559945
1,6,7,-0.693147180559945
2,3,3,3.2188758248682
1,3,1,2.99573227355399
1,4,6,-0.693147180559945
1,2,2,4.60517018598809
2,7,7,-0.693147180559945
1,7,2,2.30258509299405
2,7,9,2.70805020110221
1,4,5,4.0943445622221
1,8,5,4.78749174278205
2,6,7,2.99573227355399
1,8,8,2.70805020110221
1,7,3,3.40119738166216
3,5,8,2.30258509299405
1,7,7,4.0943445622221
2,2,2,3.40119738166216
1,6,9,-0.693147180559945
NA,8,6,4.78749174278205
1,4,6,-0.693147180559945
1,9,8,NA
2,4,4,2.99573227355399
1,5,8,-0.693147180559945
2,NA,NA,-0.693147180559945
2,9,7,-0.693147180559945
1,1,1,3.40119738166216
1,7,5,3.80666248977032
2,5,4,-0.693147180559945
1,9,8,3.40119738166216
1,8,8,-0.693147180559945
1,7,4,2.30258509299405
1,8,8,2.99573227355399
2,8,1,3.80666248977032
2,7,6,3.40119738166216
1,8,5,3.40119738166216
2,8,4,4.0943445622221
1,8,6,3.40119738166216
1,6,6,-0.693147180559945
1,5,9,3.40119738166216
1,3,3,3.91202300542815
2,6,6,3.40119738166216
2,8,9,3.80666248977032
2,5,2,1.6094379124341
3,7,6,2.30258509299405
1,5,3,-0.693147180559945
1,7,7,2.30258509299405
1,3,4,2.99573227355399
2,6,5,4.0943445622221
2,8,0,3.80666248977032
2,3,3,3.40119738166216
2,6,5,-0.693147180559945
2,9,9,-0.693147180559945
2,7,5,2.70805020110221
1,5,5,-0.693147180559945
1,6,5,3.80666248977032
2,2,3,3.40119738166216
2,8,5,-0.693147180559945
1,7,6,3.40119738166216
1,3,3,-0.693147180559945
1,10,10,5.19295685089021
3,8,8,3.40119738166216
2,6,4,2.30258509299405
2,4,8,-0.693147180559945
2,6,6,-0.693147180559945
1,6,6,5.01063529409626
3,8,7,2.99573227355399
2,9,8,2.70805020110221
1,8,8,-0.693147180559945
1,6,5,-0.693147180559945
1,10,9,3.40119738166216
1,9,7,5.48063892334199
1,6,3,3.80666248977032
1,7,7,3.40119738166216
2,7,7,3.40119738166216
2,9,6,-0.693147180559945
3,9,9,2.30258509299405
NA,6,5,2.99573227355399
1,8,8,-0.693147180559945
1,7,6,-0.693147180559945
1,3,3,-0.693147180559945
1,9,3,2.70805020110221
1,5,5,-0.693147180559945
1,5,6,6.17378610390194
1,8,5,-0.693147180559945
2,5,1,-0.693147180559945
2,7,2,3.68887945411394
1,7,6,-0.693147180559945
1,7,1,-0.693147180559945
2,7,7,2.99573227355399
1,9,6,4.49980967033027
1,5,5,-0.693147180559945
2,3,4,5.19295685089021
1,8,8,3.40119738166216
2,8,7,3.91202300542815
3,8,6,5.01063529409626
2,1,6,3.89182029811063
2,5,4,4.0943445622221
1,7,6,3.40119738166216
1,6,5,-0.693147180559945
1,7,4,4.49980967033027
1,8,1,5.19295685089021
1,8,4,4.24849524204936
1,8,6,4.49980967033027
2,7,6,-0.693147180559945
1,7,5,-0.693147180559945
1,6,3,-0.693147180559945
1,2,5,3.40119738166216
2,10,8,2.30258509299405
2,7,9,5.48063892334199
1,7,5,3.40119738166216
2,5,7,3.40119738166216
2,5,3,2.70805020110221
1,4,5,-0.693147180559945
1,4,4,4.0943445622221
2,6,8,2.99573227355399
1,8,6,2.30258509299405
2,2,8,-0.693147180559945
1,8,4,3.40119738166216
1,7,6,2.30258509299405
2,3,5,-0.693147180559945
1,8,5,3.40119738166216
1,6,3,2.70805020110221
2,10,7,5.90263333340137
2,6,3,0
1,7,5,-0.693147180559945
2,5,6,2.30258509299405
1,8,9,5.79909265446053
2,8,8,3.40119738166216
1,7,6,3.80666248977032
1,7,7,3.68887945411394
1,6,7,2.70805020110221
2,6,5,2.70805020110221
1,7,4,-0.693147180559945
2,NA,5,2.30258509299405
1,9,7,2.99573227355399
1,6,3,-0.693147180559945
1,7,7,3.40119738166216
1,6,7,3.80666248977032
2,7,3,-0.693147180559945
1,9,8,-0.693147180559945
1,7,8,2.30258509299405
1,9,8,3.80666248977032
2,7,5,2.70805020110221
1,5,3,5.19295685089021
1,5,7,4.49980967033027
1,4,5,4.0943445622221
1,8,6,3.40119738166216
2,6,3,4.49980967033027
1,8,7,-0.693147180559945
2,7,7,3.40119738166216
NA,5,5,5.01063529409626
2,6,4,3.40119738166216
2,5,7,3.40119738166216
3,6,3,-0.693147180559945
1,6,6,5.41610040220442
2,9,8,2.99573227355399
2,5,7,-0.693147180559945
1,6,5,-0.693147180559945
1,5,6,3.80666248977032
1,8,7,NA
1,5,2,3.68887945411394
1,9,4,3.40119738166216
1,8,6,4.78749174278205
1,8,8,3.40119738166216
1,9,6,2.30258509299405
1,8,4,2.70805020110221
1,8,8,3.68887945411394
1,7,3,-0.693147180559945
1,4,5,3.40119738166216
2,5,7,2.30258509299405
2,3,3,NA
2,2,4,-0.693147180559945
1,6,7,-0.693147180559945
1,7,8,-0.693147180559945
2,5,6,3.2188758248682
1,7,7,2.30258509299405
2,7,5,-0.693147180559945
2,6,3,4.78749174278205
1,5,7,-0.693147180559945
1,8,8,-0.693147180559945
2,5,7,2.56494935746154
1,8,6,2.30258509299405
1,9,5,-0.693147180559945
1,6,3,-0.693147180559945
1,8,8,3.40119738166216
1,6,6,4.0943445622221
1,4,6,2.70805020110221
1,7,7,-0.693147180559945
1,8,5,2.70805020110221
2,5,3,2.99573227355399
2,6,8,-0.693147180559945
2,8,8,-0.693147180559945
1,4,6,3.40119738166216
1,7,7,3.40119738166216
1,7,5,3.40119738166216
1,8,8,3.55534806148941
1,5,4,1.6094379124341
1,6,7,2.70805020110221
2,9,9,-0.693147180559945
2,5,5,4.0943445622221
2,5,2,3.40119738166216
1,8,5,3.80666248977032
2,4,7,4.9416424226093
1,7,8,2.30258509299405
1,5,0,3.40119738166216
1,8,9,2.70805020110221
1,7,8,3.80666248977032
1,7,3,-0.693147180559945
1,10,7,-0.693147180559945
2,6,7,2.30258509299405
1,7,7,2.70805020110221
2,7,4,1.6094379124341
1,7,5,4.0943445622221
1,8,6,-0.693147180559945
3,6,7,3.40119738166216
1,10,1,-0.693147180559945
2,3,3,3.40119738166216
1,7,2,-0.693147180559945
1,6,10,-0.693147180559945
2,10,9,-0.693147180559945
1,3,0,-0.693147180559945
2,3,6,2.30258509299405
2,6,7,2.99573227355399
1,8,7,4.49980967033027
1,4,5,-0.693147180559945
3,7,7,2.30258509299405
1,10,9,2.30258509299405
1,8,7,-0.693147180559945
2,5,8,-0.693147180559945
2,7,7,3.80666248977032
1,8,7,3.40119738166216
1,8,8,2.70805020110221
1,9,8,5.72031177660741
1,7,8,NA
1,7,9,-0.693147180559945
1,8,7,4.49980967033027
1,5,8,4.00733318523247
1,8,7,2.99573227355399
3,2,2,3.80666248977032
1,3,5,-0.693147180559945
1,5,7,-0.693147180559945
1,7,5,-0.693147180559945
1,2,0,NA
1,10,7,3.40119738166216
2,8,7,-0.693147180559945
2,6,8,-0.693147180559945
2,2,2,2.30258509299405
1,8,8,-0.693147180559945
1,8,9,3.68887945411394
1,6,4,4.60517018598809
1,7,6,5.01063529409626
1,7,4,-0.693147180559945
2,9,9,2.30258509299405
1,5,6,3.40119738166216
2,8,3,5.01063529409626
1,8,5,5.19295685089021
2,5,1,-0.693147180559945
1,4,3,3.40119738166216
2,6,7,-0.693147180559945
2,1,5,2.30258509299405
1,8,6,3.68887945411394
2,0,1,-0.693147180559945
2,9,9,-0.693147180559945
2,6,8,3.40119738166216
1,10,9,5.59842195899838
1,7,7,3.91202300542815
2,0,0,5.20948615284142
2,9,7,NA
2,8,7,2.99573227355399
1,3,4,3.40119738166216
1,2,0,3.2188758248682
1,7,8,-0.693147180559945
2,5,4,2.70805020110221
1,7,8,6.17378610390194
2,4,4,2.30258509299405
2,7,7,3.40119738166216
1,5,4,2.70805020110221
2,7,8,3.40119738166216
2,9,6,3.80666248977032
1,6,8,2.30258509299405
1,3,2,2.99573227355399
1,6,4,3.40119738166216
2,8,7,4.0943445622221
2,6,1,4.78749174278205
1,7,7,3.40119738166216
1,8,10,2.99573227355399
2,3,4,-0.693147180559945
1,6,8,3.40119738166216
1,8,8,3.40119738166216
2,8,7,-0.693147180559945
2,5,5,-0.693147180559945
3,10,7,-0.693147180559945
1,9,9,4.78749174278205
1,6,3,2.30258509299405
2,3,10,1.6094379124341
1,6,6,3.40119738166216
1,8,6,2.30258509299405
2,9,7,NA
1,8,7,2.99573227355399
1,8,5,2.70805020110221
1,5,0,-0.693147180559945
1,9,3,-0.693147180559945
1,8,6,-0.693147180559945
1,8,4,6.17378610390194
2,6,4,-0.693147180559945
1,6,1,2.99573227355399
2,10,7,3.55534806148941
2,7,7,2.70805020110221
2,5,6,2.30258509299405
1,8,6,-0.693147180559945
1,7,7,2.70805020110221
1,6,3,2.99573227355399
1,7,8,3.40119738166216
1,6,3,4.0943445622221
1,8,5,3.40119738166216
1,5,7,3.68887945411394
1,4,5,-0.693147180559945
2,NA,NA,6.17378610390194
2,5,2,NA
2,4,6,-0.693147180559945
1,8,9,2.70805020110221
1,9,7,2.70805020110221
1,6,6,1.6094379124341
2,5,5,-0.693147180559945
2,5,4,2.99573227355399
1,8,7,3.40119738166216
2,6,7,3.68887945411394
1,9,9,3.40119738166216
2,5,6,3.40119738166216
1,9,8,4.78749174278205
1,8,10,3.40119738166216
2,7,3,3.40119738166216
1,8,9,3.97029191355212
1,1,7,1.09861228866811
2,2,2,-0.693147180559945
1,6,4,5.48063892334199
1,3,5,3.40119738166216
3,7,7,4.0943445622221
2,10,7,2.56494935746154
1,8,8,2.70805020110221
1,7,6,2.70805020110221
1,7,1,3.80666248977032
1,5,3,4.0943445622221
2,8,7,NA
2,5,7,3.40119738166216
1,8,10,-0.693147180559945
1,4,7,1.09861228866811
1,1,0,2.70805020110221
1,7,6,3.40119738166216
2,3,10,2.70805020110221
2,3,4,-0.693147180559945
1,5,5,2.30258509299405
1,5,6,3.40119738166216
1,5,8,-0.693147180559945
1,8,9,3.40119738166216
2,5,1,-0.693147180559945
2,4,3,3.40119738166216
1,6,2,4.24849524204936
1,8,8,-0.693147180559945
1,3,0,3.40119738166216
1,7,4,-0.693147180559945
1,8,7,-0.693147180559945
2,4,7,3.40119738166216
1,9,0,2.70805020110221
1,4,5,5.19295685089021
2,4,10,-0.693147180559945
2,9,9,4.00733318523247
1,6,5,4.49980967033027
2,4,6,3.40119738166216
1,6,5,3.40119738166216
1,5,1,4.38202663467388
1,6,10,3.80666248977032
1,7,6,-0.693147180559945
2,5,4,-0.693147180559945
1,6,5,-0.693147180559945
1,5,6,2.99573227355399
1,6,6,3.40119738166216
1,8,9,3.91202300542815
2,10,NA,-0.693147180559945
1,2,2,2.99573227355399
2,6,6,2.30258509299405
1,7,3,3.40119738166216
2,5,4,-0.693147180559945
1,6,2,2.70805020110221
1,6,10,2.70805020110221
1,7,5,2.99573227355399
1,9,7,5.19295685089021
1,7,8,2.70805020110221
1,4,5,3.40119738166216
1,8,6,2.30258509299405
2,6,6,-0.693147180559945
1,3,4,3.68887945411394
1,9,9,3.40119738166216
1,6,6,2.99573227355399
1,4,4,-0.693147180559945
1,6,5,3.40119738166216
2,7,8,-0.693147180559945
1,6,6,2.30258509299405
2,3,5,5.72031177660741
1,4,2,2.70805020110221
2,2,1,1.6094379124341
1,4,7,2.99573227355399
1,9,8,3.40119738166216
2,3,7,1.09861228866811
1,6,3,NA
2,7,7,1.6094379124341
2,6,5,2.30258509299405
2,2,3,4.0943445622221
1,10,10,-0.693147180559945
1,7,8,-0.693147180559945
1,7,8,2.99573227355399
1,7,3,0.693147180559945
1,7,7,-0.693147180559945
1,6,0,-0.693147180559945
2,2,3,3.80666248977032
1,6,5,3.80666248977032
1,5,9,3.40119738166216
2,7,6,2.70805020110221
2,7,7,2.30258509299405
1,8,8,2.30258509299405
2,1,0,2.70805020110221
1,9,8,3.68887945411394
1,7,8,2.99573227355399
1,8,8,3.91202300542815
2,4,1,-0.693147180559945
1,4,3,-0.693147180559945
2,7,7,3.68887945411394
1,8,10,3.68887945411394
1,7,4,3.40119738166216
1,8,5,5.19295685089021
1,6,3,3.40119738166216
1,5,3,3.80666248977032
1,NA,1,3.40119738166216
1,7,7,4.0943445622221
2,6,8,3.40119738166216
1,8,6,3.40119738166216
1,7,5,-0.693147180559945
1,7,7,3.80666248977032
1,7,5,3.40119738166216
3,6,5,-0.693147180559945
1,7,5,-0.693147180559945
1,8,8,-0.693147180559945
1,7,4,4.49980967033027
2,0,3,-0.693147180559945
1,7,7,3.40119738166216
2,7,1,-0.693147180559945
1,10,7,5.59842195899838
1,8,8,3.40119738166216
2,2,3,-0.693147180559945
2,6,7,3.40119738166216
1,7,5,-0.693147180559945
2,6,5,3.40119738166216
1,7,6,-0.693147180559945
1,7,3,2.99573227355399
2,8,7,2.99573227355399
1,3,1,-0.693147180559945
2,3,3,2.70805020110221
2,6,6,2.30258509299405
2,5,4,3.68887945411394
3,7,5,-0.693147180559945
1,7,7,-0.693147180559945
1,5,2,-0.693147180559945
1,6,6,2.70805020110221
1,3,3,3.40119738166216
1,8,7,3.40119738166216
1,6,6,4.78749174278205
1,7,8,3.40119738166216
2,7,6,3.40119738166216
1,8,0,2.99573227355399
2,10,8,-0.693147180559945
3,5,5,3.40119738166216
1,8,8,3.40119738166216
2,9,8,2.70805020110221
1,1,4,3.40119738166216
3,4,3,3.80666248977032
1,8,5,-0.693147180559945
2,2,3,3.40119738166216
1,6,6,-0.693147180559945
1,5,5,4.0943445622221
2,9,7,1.6094379124341
1,7,6,2.30258509299405
1,7,7,2.30258509299405
1,1,5,2.99573227355399
NA,10,10,4.78749174278205
2,3,6,3.40119738166216
2,7,3,-0.693147180559945
2,4,9,3.80666248977032
1,6,6,3.2188758248682
2,5,5,2.70805020110221
1,7,8,2.99573227355399
1,5,3,3.40119738166216
1,8,8,-0.693147180559945
2,7,8,4.0943445622221
1,8,3,2.99573227355399
2,NA,4,3.80666248977032
1,6,7,4.0943445622221
2,7,6,5.72031177660741
2,3,1,3.40119738166216
1,7,5,2.99573227355399
1,7,8,3.40119738166216
2,7,8,2.99573227355399
2,8,5,4.0943445622221
1,7,4,2.70805020110221
1,6,8,3.68887945411394
1,7,4,2.99573227355399
2,8,4,3.40119738166216
1,5,3,-0.693147180559945
1,9,10,5.01063529409626
1,5,3,-0.693147180559945
1,6,5,6.17378610390194
2,8,9,3.2188758248682
2,4,1,1.6094379124341
1,4,7,-0.693147180559945
1,7,6,3.40119738166216
1,9,7,-0.693147180559945
1,3,4,-0.693147180559945
1,8,8,3.40119738166216
1,6,7,3.40119738166216
1,7,6,3.80666248977032
2,8,9,3.40119738166216
1,4,0,-0.693147180559945
2,3,2,2.30258509299405
1,6,6,2.30258509299405
2,9,9,5.72031177660741
2,10,10,NA
1,7,7,3.80666248977032
1,6,8,-0.693147180559945
2,6,6,2.30258509299405
1,4,10,2.70805020110221
1,7,7,2.30258509299405
1,8,7,3.40119738166216
1,8,5,3.80666248977032
1,7,7,5.01063529409626
1,1,5,-0.693147180559945
1,10,4,4.49980967033027
2,7,0,5.72031177660741
1,6,6,3.40119738166216
1,6,9,-0.693147180559945
1,8,6,5.72031177660741
3,3,3,1.6094379124341
1,8,8,2.99573227355399
2,7,5,6.23441072571837
1,7,6,4.0943445622221
1,7,6,3.40119738166216
2,4,NA,2.484906649788
1,8,7,3.40119738166216
2,NA,5,3.91202300542815
2,9,8,2.30258509299405
1,3,4,-0.693147180559945
1,5,6,-0.693147180559945
1,9,9,2.99573227355399
1,6,4,4.78749174278205
1,10,1,4.0943445622221
2,5,5,2.99573227355399
2,7,7,-0.693147180559945
2,10,3,5.7037824746562
2,3,1,-0.693147180559945
2,6,7,-0.693147180559945
1,7,5,-0.693147180559945
2,10,8,4.49980967033027
3,8,7,2.70805020110221
1,8,4,4.49980967033027
1,7,4,4.78749174278205
1,5,6,3.80666248977032
2,3,0,-0.693147180559945
1,7,7,-0.693147180559945
1,5,6,3.40119738166216
1,0,3,-0.693147180559945
1,3,3,4.0943445622221
2,6,6,3.40119738166216
1,7,4,3.2188758248682
2,5,7,3.40119738166216
2,6,5,-0.693147180559945
1,8,8,3.40119738166216
1,1,1,-0.693147180559945
1,4,3,2.99573227355399
2,8,8,3.40119738166216
1,8,9,3.40119738166216
2,1,2,3.80666248977032
1,7,8,3.40119738166216
1,8,6,2.30258509299405
1,9,9,2.99573227355399
2,6,8,3.68887945411394
3,7,8,3.40119738166216
2,7,5,3.40119738166216
2,4,4,6.17378610390194
1,5,7,-0.693147180559945
2,2,5,4.0943445622221
1,4,5,-0.693147180559945
2,3,3,1.6094379124341
1,8,8,4.0943445622221
2,3,5,2.99573227355399
2,3,7,4.0943445622221
1,5,7,3.40119738166216
1,7,6,3.40119738166216
1,9,10,4.0943445622221
2,5,1,-0.693147180559945
1,7,10,-0.693147180559945
1,6,6,-0.693147180559945
2,5,6,5.34710753071747
1,10,5,-0.693147180559945
2,7,7,3.40119738166216
1,9,9,5.01063529409626
1,7,2,3.40119738166216
2,3,4,3.40119738166216
2,8,8,2.99573227355399
1,7,7,2.99573227355399
2,2,3,-0.693147180559945
1,7,8,4.49980967033027
2,4,6,2.30258509299405
1,6,5,2.30258509299405
1,7,5,3.40119738166216
1,6,4,2.70805020110221
